name,highway,road_type,lane_count,speed_limit,capacity_vph,fhsz_zone,hazard_degradation,effective_capacity_vph,baseline_demand_vph,vc_ratio,los,connectivity_score,catchment_units,demand_source,catchment_hu,catchment_employees,resident_demand_vph,employee_demand_vph,student_demand_vph,length_meters,lane_count_estimated,speed_estimated,aadt_estimated
Pentz Road,tertiary,two_lane,1,35,1575.0,vhfhsz,0.35,551.25,2814.75,1.7871428571428571,F,3,1251.0,catchment_based,1131.0,261.0,1611.675,261.0,0.0,42.7794919657299,True,False,True
Pentz Road,tertiary,two_lane,1,35,1575.0,vhfhsz,0.35,551.25,2814.75,1.7871428571428571,F,3,1251.0,catchment_based,1131.0,261.0,1611.675,261.0,0.0,61.03777309382052,True,False,True
Sawmill Road,residential,two_lane,1,25,1125.0,non_fhsz,1.0,1125.0,528.75,0.47,D,1,235.0,catchment_based,1687.0,158.0,2403.975,158.0,0.0,36.02761265732372,True,True,True
Sawmill Road,residential,two_lane,1,25,1125.0,non_fhsz,1.0,1125.0,528.75,0.47,D,1,235.0,catchment_based,1687.0,158.0,2403.975,158.0,0.0,89.96370576924285,True,True,True
Neal Road,tertiary,two_lane,2,35,1575.0,non_fhsz,1.0,1575.0,65.25,0.041428571428571426,A,1,29.0,catchment_based,67.0,1188.0,95.475,1188.0,0.0,150.80873787601308,False,False,True
Neal Road,tertiary,two_lane,2,35,1575.0,non_fhsz,1.0,1575.0,65.25,0.041428571428571426,A,1,29.0,catchment_based,67.0,1188.0,95.475,1188.0,0.0,44.18181215068986,False,False,True
Valley View Drive,residential,two_lane,1,25,1125.0,vhfhsz,0.35,393.75,621.0,0.552,D,1,276.0,catchment_based,808.0,172.0,1151.3999999999999,172.0,0.0,182.160234536939,True,True,True
Valley View Drive,residential,two_lane,1,25,1125.0,vhfhsz,0.35,393.75,621.0,0.552,D,1,276.0,catchment_based,808.0,172.0,1151.3999999999999,172.0,0.0,74.5887137111813,True,True,True
Bille Road,tertiary,two_lane,1,30,1350.0,non_fhsz,1.0,1350.0,1829.25,1.355,F,2,813.0,catchment_based,1715.0,183.0,2443.875,183.0,0.0,41.365574714258514,True,False,True
Bille Road,tertiary,two_lane,1,30,1350.0,non_fhsz,1.0,1350.0,1829.25,1.355,F,2,813.0,catchment_based,1715.0,183.0,2443.875,183.0,0.0,29.49825430347213,True,False,True
